product_name,description,main_category,sub_category,target_group,product_type,features,tags,attributes,price
Gece Lambası Çocuk Odası,Çocuk odaları için yumuşak ışıklı güvenli gece lambası.,Ev & Yaşam,Aydınlatma,Unisex,Gece Lambası,"yumuşak ışık,güvenli,çocuk odası","gece lambası,çocuk odası,uyku,yumuşak ışık","{""kullanim"":[""gece"",""uyku""],""ortam"":[""çocuk odası""],""ozellik"":[""yumuşak ışık"",""güvenli"",""kompakt""]}",249
Gece Lambası Sensörlü,"Hareket sensörlü, koridor ve yatak odası için pratik gece lambası.",Ev & Yaşam,Aydınlatma,Unisex,Gece Lambası,"sensörlü,pratik,yumuşak ışık","gece lambası,sensörlü,koridor,yatak odası","{""kullanim"":[""gece"",""aydınlatma""],""ortam"":[""koridor"",""yatak odası""],""ozellik"":[""sensörlü"",""pratik"",""yumuşak ışık""]}",299
Masa Lambası LED Ayarlanabilir,Çalışma masası için parlaklığı ayarlanabilir LED masa lambası.,Ev & Yaşam,Aydınlatma,Unisex,Masa Lambası,"LED,ayarlanabilir,çalışma","masa lambası,led,çalışma,okuma","{""kullanim"":[""çalışma"",""okuma""],""ortam"":[""ev"",""ofis""],""ozellik"":[""LED"",""ayarlanabilir"",""göz yormayan""]}",699
Masa Lambası Kablosuz Şarjlı,Kablosuz şarj destekli modern LED masa lambası.,Ev & Yaşam,Aydınlatma,Unisex,Masa Lambası,"kablosuz şarj,LED,modern","masa lambası,kablosuz şarj,led,ofis","{""kullanim"":[""çalışma"",""şarj""],""baglanti"":[""kablosuz şarj""],""ozellik"":[""LED"",""modern"",""ayarlanabilir""]}",999
LED Şerit Işık RGB 10m,Oda dekorasyonu için kumandalı 10 metre RGB LED şerit ışık.,Ev & Yaşam,Aydınlatma,Unisex,LED Şerit,"RGB,10 metre,kumandalı","led şerit,rgb,oda dekorasyonu,ışık","{""kullanim"":[""dekorasyon"",""aydınlatma""],""ozellik"":[""RGB"",""10 metre"",""kumandalı""]}",599
Perde Işık Sıcak Beyaz,Oda ve balkon dekorasyonu için sıcak beyaz perde ışık.,Ev & Yaşam,Aydınlatma,Unisex,Perde Işık,"sıcak beyaz,dekoratif,kolay kurulum","perde ışık,dekorasyon,sıcak beyaz,oda","{""kullanim"":[""dekorasyon"",""aydınlatma""],""ortam"":[""oda"",""balkon""],""ozellik"":[""sıcak beyaz"",""dekoratif"",""kolay kurulum""]}",399
Akıllı Ampul WiFi,Telefonla kontrol edilebilen renk değiştiren WiFi akıllı ampul.,Ev & Yaşam,Aydınlatma,Unisex,Akıllı Ampul,"wifi,renkli,akıllı","akıllı ampul,wifi,renkli ışık,ev","{""kullanim"":[""aydınlatma"",""akıllı ev""],""baglanti"":[""WiFi""],""ozellik"":[""renkli"",""akıllı"",""telefon kontrolü""]}",349
Kitaplık Düzenleyici Raf,Çalışma odasında kitap ve aksesuar düzeni için mini raf.,Ev & Yaşam,Düzenleyici,Unisex,Düzenleyici Raf,"mini raf,düzenleyici,ahşap","kitaplık,raf,düzenleyici,çalışma odası","{""kullanim"":[""düzen"",""dekorasyon""],""malzeme"":[""ahşap""],""ozellik"":[""mini raf"",""düzenleyici"",""şık""]}",499
Çekmece Düzenleyici Bölmeli,Kıyafet ve küçük eşyalar için bölmeli çekmece düzenleyici.,Ev & Yaşam,Düzenleyici,Unisex,Çekmece Düzenleyici,"bölmeli,katlanabilir,pratik","çekmece düzenleyici,organizer,ev düzeni","{""kullanim"":[""çekmece düzeni""],""ozellik"":[""bölmeli"",""katlanabilir"",""pratik""]}",249
Banyo Organizer Raflı,Banyoda şampuan ve bakım ürünleri için raflı organizer.,Ev & Yaşam,Banyo,Unisex,Banyo Organizer,"raflı,suya dayanıklı,düzenleyici","banyo organizer,raf,şampuanlık,düzen","{""kullanim"":[""banyo düzeni""],""ortam"":[""banyo""],""ozellik"":[""raflı"",""suya dayanıklı"",""düzenleyici""]}",399
Kirli Sepeti Katlanabilir,Çamaşır odası ve banyo için katlanabilir kirli sepeti.,Ev & Yaşam,Banyo,Unisex,Kirli Sepeti,"katlanabilir,hafif,geniş","kirli sepeti,çamaşır,banyo,düzen","{""kullanim"":[""çamaşır toplama""],""ozellik"":[""katlanabilir"",""hafif"",""geniş""]}",299
Halı Kaydırmaz Ped,Halıların zeminde kaymasını önleyen kesilebilir kaydırmaz ped.,Ev & Yaşam,Dekorasyon,Unisex,Halı Pedi,"kaydırmaz,kesilebilir,pratik","halı pedi,kaydırmaz,ev,zemin","{""kullanim"":[""halı sabitleme""],""ozellik"":[""kaydırmaz"",""kesilebilir"",""pratik""]}",199
Yatak Başlığı LED Işık,Yatak odası dekorasyonu için USB bağlantılı LED başlık ışığı.,Ev & Yaşam,Aydınlatma,Unisex,LED Işık,"USB,yatak odası,dekoratif","led ışık,yatak odası,dekorasyon,usb","{""kullanim"":[""dekorasyon"",""gece aydınlatma""],""baglanti"":[""USB""],""ortam"":[""yatak odası""],""ozellik"":[""dekoratif"",""yumuşak ışık""]}",299
Koltuk Şalı Pamuklu,Salon dekorasyonu ve serin akşamlar için pamuklu koltuk şalı.,Ev & Yaşam,Dekorasyon,Unisex,Koltuk Şalı,"pamuklu,yumuşak,dekoratif","koltuk şalı,pamuk,dekorasyon,salon","{""kullanim"":[""dekorasyon"",""ısınma""],""malzeme"":[""pamuk""],""ozellik"":[""yumuşak"",""dekoratif"",""hafif""]}",399
Yastık Kılıfı Dekoratif 4lü,Koltuk ve yatak dekorasyonu için 4lü dekoratif yastık kılıfı.,Ev & Yaşam,Dekorasyon,Unisex,Yastık Kılıfı,"4lü,dekoratif,yıkanabilir","yastık kılıfı,dekorasyon,koltuk,ev","{""kullanim"":[""dekorasyon""],""adet"":[""4lü""],""ozellik"":[""dekoratif"",""yıkanabilir"",""şık""]}",299
Vakumlu Hurç Seti Plus,Mevsimlik kıyafetleri yerden tasarruf ederek saklayan vakumlu hurç seti.,Ev & Yaşam,Düzenleyici,Unisex,Vakumlu Hurç,"vakumlu,yer tasarrufu,set","vakumlu hurç,kıyafet saklama,düzen,ev","{""kullanim"":[""kıyafet saklama""],""ozellik"":[""vakumlu"",""yer tasarrufu"",""set""]}",449
Kapı Arkası Askılık,Kapı arkasına takılan metal çoklu askılık.,Ev & Yaşam,Düzenleyici,Unisex,Askılık,"kapı arkası,metal,çoklu","askılık,kapı arkası,düzen,ev","{""kullanim"":[""eşya asma"",""düzen""],""malzeme"":[""metal""],""ozellik"":[""kapı arkası"",""çoklu"",""pratik""]}",199
Mutfak ve Banyo Rafı Çok Amaçlı,Evde küçük alanlarda düzen sağlayan çok amaçlı metal raf.,Ev & Yaşam,Düzenleyici,Unisex,Çok Amaçlı Raf,"metal,çok amaçlı,dayanıklı","çok amaçlı raf,düzenleyici,mutfak,banyo","{""kullanim"":[""düzen"",""eşya yerleştirme""],""malzeme"":[""metal""],""ortam"":[""mutfak"",""banyo""],""ozellik"":[""çok amaçlı"",""dayanıklı""]}",599
Hava Nemlendirici Ultrasonik Plus,Kuru ortamlar için sessiz çalışan ultrasonik hava nemlendirici.,Ev & Yaşam,Temizlik,Unisex,Hava Nemlendirici,"ultrasonik,sessiz,nemlendirici","hava nemlendirici,kuru hava,ev,sessiz","{""kullanim"":[""hava nemlendirme""],""problem"":[""kuru hava""],""ozellik"":[""ultrasonik"",""sessiz"",""nemlendirici""]}",1499
Oda Kokusu Çubuklu,Ev ortamı için uzun süre kalıcı çubuklu oda kokusu.,Ev & Yaşam,Dekorasyon,Unisex,Oda Kokusu,"çubuklu,kalıcı,dekoratif","oda kokusu,çubuklu,ev,koku","{""kullanim"":[""oda kokusu"",""dekorasyon""],""ozellik"":[""çubuklu"",""kalıcı"",""dekoratif""]}",249
Akıllı Priz WiFi Plus,Ev aletlerini telefondan kontrol etmek için WiFi akıllı priz.,Ev & Yaşam,Elektronik,Unisex,Akıllı Priz,"wifi,akıllı ev,zamanlayıcı","akıllı priz,wifi,akıllı ev,telefon kontrolü","{""kullanim"":[""akıllı ev"",""enerji kontrolü""],""baglanti"":[""WiFi""],""ozellik"":[""zamanlayıcı"",""telefon kontrolü"",""kompakt""]}",399
Dolap İçi LED Sensörlü,Dolap içi aydınlatma için pilli hareket sensörlü LED ışık.,Ev & Yaşam,Aydınlatma,Unisex,Dolap İçi LED,"sensörlü,pilli,kompakt","dolap içi led,sensörlü ışık,aydınlatma","{""kullanim"":[""dolap aydınlatma""],""ozellik"":[""sensörlü"",""pilli"",""kompakt""]}",199
Banyo Paspası Kaymaz Plus,Banyo zemini için su emici kaymaz tabanlı paspas.,Ev & Yaşam,Banyo,Unisex,Banyo Paspası,"kaymaz,su emici,yumuşak","banyo paspası,kaymaz,su emici,banyo","{""kullanim"":[""banyo"",""zemin koruma""],""ortam"":[""banyo""],""ozellik"":[""kaymaz"",""su emici"",""yumuşak""]}",249
Kadın Beyaz Günlük Sneaker,Yaz aylarında şehir kullanımı için hafif beyaz kadın sneaker.,Ayakkabı,Sneaker,Kadın,Sneaker,"hafif,beyaz,rahat","kadın,beyaz sneaker,yaz,günlük","{""mevsim"":[""yaz"",""ilkbahar""],""kullanim"":[""günlük""],""ortam"":[""şehir""],""ozellik"":[""hafif"",""rahat taban"",""beyaz""]}",1399
Erkek Siyah Günlük Sneaker,Günlük kombinlere uygun rahat tabanlı siyah erkek sneaker.,Ayakkabı,Sneaker,Erkek,Sneaker,"siyah,rahat,günlük","erkek,siyah sneaker,günlük,şehir","{""mevsim"":[""dört mevsim""],""kullanim"":[""günlük""],""ortam"":[""şehir""],""ozellik"":[""siyah"",""rahat taban"",""günlük""]}",1499
Kadın Yazlık Sandalet,Sıcak havalarda günlük kullanım için hafif kadın sandalet.,Ayakkabı,Sandalet,Kadın,Sandalet,"hafif,yazlık,rahat","kadın,sandalet,yaz,günlük","{""mevsim"":[""yaz""],""kullanim"":[""günlük""],""ortam"":[""şehir"",""plaj""],""ozellik"":[""hafif"",""rahat"",""yazlık""]}",899
Erkek Outdoor Sandalet Plus,Doğa yürüyüşü ve yaz aktiviteleri için dayanıklı erkek outdoor sandalet.,Ayakkabı,Sandalet,Erkek,Sandalet,"dayanıklı,outdoor,hafif","erkek,sandalet,outdoor,yaz","{""mevsim"":[""yaz""],""kullanim"":[""outdoor"",""günlük""],""ortam"":[""doğa"",""plaj""],""ozellik"":[""dayanıklı"",""hafif"",""rahat""]}",999
Çocuk Yazlık Sandalet,Çocuklar için rahat ve hafif yazlık sandalet.,Ayakkabı,Sandalet,Çocuk,Çocuk Sandalet,"hafif,çocuk,rahat","çocuk,sandalet,yaz,rahat","{""mevsim"":[""yaz""],""kullanim"":[""günlük""],""ortam"":[""şehir"",""plaj""],""ozellik"":[""hafif"",""rahat"",""çocuk dostu""]}",599
Kadın Koşu Ayakkabısı Hafif,Koşu ve yürüyüş için nefes alabilir hafif kadın spor ayakkabısı.,Ayakkabı,Spor Ayakkabı,Kadın,Koşu Ayakkabısı,"hafif,nefes alabilir,spor","kadın,koşu ayakkabısı,spor,hafif","{""mevsim"":[""dört mevsim""],""kullanim"":[""koşu"",""spor""],""ortam"":[""parkur"",""spor alanı""],""ozellik"":[""hafif"",""nefes alabilir"",""rahat taban""]}",1899
Erkek Koşu Ayakkabısı Destekli,Uzun yürüyüş ve koşu için destekli erkek spor ayakkabısı.,Ayakkabı,Spor Ayakkabı,Erkek,Koşu Ayakkabısı,"destekli,rahat taban,spor","erkek,koşu,ayakkabı,destekli","{""mevsim"":[""dört mevsim""],""kullanim"":[""koşu"",""spor""],""ortam"":[""parkur"",""spor alanı""],""ozellik"":[""destekli"",""rahat taban"",""nefes alabilir""]}",1999
Kadın Su Geçirmez Yağmur Botu,Yağmurlu havalarda kuru tutan su geçirmez kadın botu.,Ayakkabı,Bot,Kadın,Bot,"su geçirmez,yağmur,kışlık","kadın,bot,yağmur,su geçirmez","{""mevsim"":[""sonbahar"",""kış""],""kullanim"":[""günlük""],""ortam"":[""yağmur"",""soğuk hava""],""ozellik"":[""su geçirmez"",""kışlık"",""sağlam""]}",2399
Erkek Su Geçirmez Trekking Bot,Outdoor yürüyüşler için su geçirmez sağlam erkek trekking botu.,Ayakkabı,Outdoor Ayakkabı,Erkek,Trekking Bot,"su geçirmez,sağlam,outdoor","erkek,trekking bot,outdoor,yağmur","{""mevsim"":[""sonbahar"",""kış""],""kullanim"":[""trekking"",""outdoor""],""ortam"":[""doğa"",""yağmur""],""ozellik"":[""su geçirmez"",""sağlam taban"",""outdoor""]}",2999
Unisex Hafif Trekking Ayakkabısı,Doğa yürüyüşleri için hafif ve nefes alabilir trekking ayakkabısı.,Ayakkabı,Outdoor Ayakkabı,Unisex,Trekking Ayakkabısı,"hafif,nefes alabilir,sağlam","trekking,outdoor,yürüyüş,hafif","{""mevsim"":[""ilkbahar"",""yaz"",""sonbahar""],""kullanim"":[""trekking"",""yürüyüş""],""ortam"":[""doğa"",""dış mekan""],""ozellik"":[""hafif"",""nefes alabilir"",""sağlam""]}",2199
Kadın Ofis Babet Plus,Ofis ve günlük kullanım için rahat düz taban kadın babet.,Ayakkabı,Klasik Ayakkabı,Kadın,Babet,"düz taban,ofis,rahat","kadın,babet,ofis,rahat","{""mevsim"":[""ilkbahar"",""yaz""],""kullanim"":[""ofis"",""günlük""],""ortam"":[""ofis"",""şehir""],""ozellik"":[""düz taban"",""rahat"",""şık""]}",1199
Erkek Klasik Siyah Ayakkabı,Ofis ve özel günler için siyah klasik erkek ayakkabı.,Ayakkabı,Klasik Ayakkabı,Erkek,Klasik Ayakkabı,"siyah,klasik,ofis","erkek,klasik ayakkabı,ofis,özel gün","{""mevsim"":[""dört mevsim""],""kullanim"":[""ofis"",""özel gün""],""ortam"":[""ofis"",""davet""],""ozellik"":[""siyah"",""klasik"",""şık""]}",2499
Kadın Topuklu Ayakkabı Kısa Topuk,Özel gün ve ofis kullanımına uygun kısa topuklu kadın ayakkabısı.,Ayakkabı,Klasik Ayakkabı,Kadın,Topuklu Ayakkabı,"kısa topuk,şık,rahat","kadın,topuklu,ofis,özel gün","{""mevsim"":[""dört mevsim""],""kullanim"":[""ofis"",""özel gün""],""ortam"":[""ofis"",""davet""],""ozellik"":[""kısa topuk"",""şık"",""rahat""]}",1999
Çocuk Okul Ayakkabısı,Okul kullanımı için dayanıklı ve rahat çocuk ayakkabısı.,Ayakkabı,Klasik Ayakkabı,Çocuk,Okul Ayakkabısı,"dayanıklı,okul,rahat","çocuk,okul ayakkabısı,rahat,dayanıklı","{""mevsim"":[""dört mevsim""],""kullanim"":[""okul"",""günlük""],""ortam"":[""okul""],""ozellik"":[""dayanıklı"",""rahat"",""çocuk""]}",799
Çocuk Spor Sneaker,Günlük oyun ve okul aktiviteleri için hafif çocuk sneaker.,Ayakkabı,Sneaker,Çocuk,Çocuk Sneaker,"hafif,spor,dayanıklı","çocuk,sneaker,spor,okul","{""mevsim"":[""dört mevsim""],""kullanim"":[""okul"",""spor"",""günlük""],""ortam"":[""okul"",""park""],""ozellik"":[""hafif"",""dayanıklı"",""rahat""]}",899
Bebek İlk Adım Ayakkabısı Plus,Bebeklerin ilk adımlarında destek sağlayan yumuşak tabanlı ayakkabı.,Ayakkabı,Klasik Ayakkabı,Bebek,Bebek Ayakkabısı,"yumuşak taban,hafif,ilk adım","bebek,ilk adım,ayakkabı,yumuşak","{""kullanim"":[""ilk adım"",""yürüme""],""ozellik"":[""yumuşak taban"",""hafif"",""bebek dostu""]}",599
Unisex Salon Spor Ayakkabısı,Fitness salonu kullanımı için kaymaz tabanlı hafif spor ayakkabı.,Ayakkabı,Spor Ayakkabı,Unisex,Salon Spor Ayakkabısı,"kaymaz,hafif,fitness","spor ayakkabı,fitness,salon,kaymaz","{""mevsim"":[""dört mevsim""],""kullanim"":[""fitness"",""spor""],""ortam"":[""spor salonu""],""ozellik"":[""kaymaz"",""hafif"",""rahat taban""]}",1599
Kadın Kışlık Kar Botu,Karlı havalarda sıcak tutan suya dayanıklı kadın kar botu.,Ayakkabı,Bot,Kadın,Kar Botu,"sıcak,kar,su dayanıklı","kadın,kar botu,kış,sıcak","{""mevsim"":[""kış""],""kullanim"":[""günlük"",""outdoor""],""ortam"":[""kar"",""soğuk hava""],""ozellik"":[""sıcak tutan"",""su dayanıklı"",""kışlık""]}",2899
Erkek Kışlık Kar Botu,Soğuk ve karlı havalar için sağlam tabanlı erkek kar botu.,Ayakkabı,Bot,Erkek,Kar Botu,"sıcak,sağlam,kışlık","erkek,kar botu,kış,soğuk","{""mevsim"":[""kış""],""kullanim"":[""günlük"",""outdoor""],""ortam"":[""kar"",""soğuk hava""],""ozellik"":[""sıcak tutan"",""sağlam taban"",""kışlık""]}",2999
Kadın Günlük Loafer,Şehir ve ofis kombinleri için rahat kadın loafer ayakkabı.,Ayakkabı,Klasik Ayakkabı,Kadın,Loafer,"şık,rahat,ofis","kadın,loafer,ofis,günlük","{""mevsim"":[""dört mevsim""],""kullanim"":[""ofis"",""günlük""],""ortam"":[""şehir"",""ofis""],""ozellik"":[""şık"",""rahat"",""klasik""]}",1599
Kadın Keten Gömlek,Yaz aylarında serin kullanım için keten kumaşlı kadın gömlek.,Giyim,Gömlek,Kadın,Keten Gömlek,"keten,yazlık,nefes alabilir","kadın,keten gömlek,yaz,günlük","{""mevsim"":[""yaz""],""kullanim"":[""günlük"",""ofis""],""stil"":[""rahat""],""ozellik"":[""keten"",""nefes alabilir"",""hafif""]}",1199
Erkek Yazlık Keten Pantolon,Sıcak havalar için hafif keten erkek pantolon.,Giyim,Pantolon,Erkek,Keten Pantolon,"keten,hafif,yazlık","erkek,keten pantolon,yaz,rahat","{""mevsim"":[""yaz""],""kullanim"":[""günlük""],""stil"":[""rahat""],""ozellik"":[""keten"",""hafif"",""nefes alabilir""]}",1399
Kadın Oversize Tişört Basic,Günlük kullanım için rahat kesimli kadın oversize tişört.,Giyim,Tişört,Kadın,Oversize Tişört,"oversize,rahat,basic","kadın,oversize tişört,günlük,basic","{""mevsim"":[""yaz""],""kullanim"":[""günlük""],""stil"":[""rahat""],""ozellik"":[""oversize"",""rahat"",""basic""]}",449
Erkek Pamuklu Polo Tişört,Ofis ve günlük kullanım için pamuklu erkek polo tişört.,Giyim,Tişört,Erkek,Polo Tişört,"pamuklu,polo,rahat","erkek,polo tişört,ofis,günlük","{""mevsim"":[""ilkbahar"",""yaz""],""kullanim"":[""günlük"",""ofis""],""stil"":[""smart casual""],""ozellik"":[""pamuklu"",""polo"",""rahat""]}",699
Kadın Midi Etek,Ofis ve günlük kombinler için rahat kesimli midi etek.,Giyim,Etek,Kadın,Midi Etek,"midi,şık,rahat","kadın,midi etek,ofis,günlük","{""mevsim"":[""dört mevsim""],""kullanim"":[""ofis"",""günlük""],""stil"":[""şık""],""ozellik"":[""midi"",""rahat"",""modern""]}",999
Kadın Kışlık Kaban,Soğuk havalarda şık ve sıcak tutan uzun kadın kaban.,Giyim,Mont,Kadın,Kaban,"sıcak,uzun,şık","kadın,kaban,kış,sıcak","{""mevsim"":[""kış""],""kullanim"":[""günlük"",""ofis""],""stil"":[""klasik""],""ozellik"":[""sıcak tutan"",""uzun"",""şık""]}",2999
Erkek Su Geçirmez Mont,Yağmurlu havalarda günlük kullanım için su geçirmez erkek mont.,Giyim,Mont,Erkek,Yağmurluk Mont,"su geçirmez,kapüşonlu,hafif","erkek,mont,yağmur,su geçirmez","{""mevsim"":[""sonbahar"",""ilkbahar""],""kullanim"":[""günlük"",""outdoor""],""ortam"":[""yağmur""],""ozellik"":[""su geçirmez"",""kapüşonlu"",""hafif""]}",1499
Unisex Polar Sweatshirt Plus,Serin havalarda günlük kullanım için sıcak tutan polar sweatshirt.,Giyim,Sweatshirt,Unisex,Polar Sweatshirt,"polar,sıcak,rahat","polar sweatshirt,unisex,kış,rahat","{""mevsim"":[""sonbahar"",""kış""],""kullanim"":[""günlük""],""stil"":[""rahat""],""ozellik"":[""polar"",""sıcak tutan"",""rahat""]}",799
Kadın Spor Tayt Plus,Yoga ve fitness için esnek yüksek bel kadın spor taytı.,Giyim,Eşofman,Kadın,Spor Tayt,"esnek,yüksek bel,spor","kadın,tayt,fitness,yoga","{""mevsim"":[""dört mevsim""],""kullanim"":[""spor"",""yoga""],""stil"":[""spor""],""ozellik"":[""esnek"",""yüksek bel"",""nefes alabilir""]}",699
Erkek Jogger Eşofman,Spor ve günlük kullanım için rahat kesimli erkek jogger eşofman.,Giyim,Eşofman,Erkek,Jogger Eşofman,"jogger,rahat,spor","erkek,jogger,eşofman,spor","{""mevsim"":[""dört mevsim""],""kullanim"":[""spor"",""günlük""],""stil"":[""spor""],""ozellik"":[""jogger"",""rahat"",""esnek""]}",799
Kadın Blazer Ceket,Ofis ve özel günler için modern kesimli kadın blazer ceket.,Giyim,Ceket,Kadın,Blazer,"şık,ofis,modern","kadın,blazer,ofis,özel gün","{""mevsim"":[""dört mevsim""],""kullanim"":[""ofis"",""özel gün""],""stil"":[""şık""],""ozellik"":[""modern"",""ofis uyumlu"",""şık""]}",1999
Erkek Kot Ceket,Günlük kombinler için dayanıklı mavi erkek kot ceket.,Giyim,Ceket,Erkek,Kot Ceket,"kot,dayanıklı,günlük","erkek,kot ceket,günlük,denim","{""mevsim"":[""ilkbahar"",""sonbahar""],""kullanim"":[""günlük""],""stil"":[""casual""],""ozellik"":[""kot"",""dayanıklı"",""günlük""]}",1699
Kadın Günlük Jean,Rahat kesimli yüksek bel kadın jean pantolon.,Giyim,Pantolon,Kadın,Jean Pantolon,"yüksek bel,rahat,denim","kadın,jean,pantolon,günlük","{""mevsim"":[""dört mevsim""],""kullanim"":[""günlük""],""stil"":[""casual""],""ozellik"":[""yüksek bel"",""rahat"",""denim""]}",1299
Erkek Slim Jean,Günlük kullanım için modern kesimli erkek slim jean pantolon.,Giyim,Pantolon,Erkek,Jean Pantolon,"slim,denim,günlük","erkek,jean,slim,günlük","{""mevsim"":[""dört mevsim""],""kullanim"":[""günlük""],""stil"":[""casual""],""ozellik"":[""slim"",""denim"",""rahat""]}",1399
Kadın Plaj Elbisesi,Plaj ve yaz tatilleri için hafif kumaşlı kadın plaj elbisesi.,Giyim,Elbise,Kadın,Plaj Elbisesi,"plaj,hafif,yazlık","kadın,plaj elbisesi,yaz,tatil","{""mevsim"":[""yaz""],""kullanim"":[""plaj"",""tatil""],""stil"":[""rahat""],""ozellik"":[""hafif"",""yazlık"",""plaj""]}",899
Kadın Triko Hırka,Serin havalarda kombinleri tamamlayan yumuşak triko hırka.,Giyim,Hırka,Kadın,Triko Hırka,"triko,yumuşak,sıcak","kadın,triko hırka,sonbahar,sıcak","{""mevsim"":[""sonbahar"",""kış""],""kullanim"":[""günlük""],""stil"":[""rahat""],""ozellik"":[""triko"",""yumuşak"",""sıcak tutan""]}",999
Erkek Triko Kazak,Kış aylarında günlük ve ofis kullanımı için sıcak erkek kazak.,Giyim,Kazak,Erkek,Triko Kazak,"triko,sıcak,ofis","erkek,kazak,kış,triko","{""mevsim"":[""kış""],""kullanim"":[""günlük"",""ofis""],""stil"":[""klasik""],""ozellik"":[""triko"",""sıcak tutan"",""rahat""]}",1199
Çocuk Yağmurluk Kapüşonlu,Yağmurlu günlerde çocuklar için su geçirmez kapüşonlu yağmurluk.,Giyim,Mont,Çocuk,Çocuk Yağmurluk,"su geçirmez,kapüşonlu,çocuk","çocuk,yağmurluk,yağmur,su geçirmez","{""mevsim"":[""ilkbahar"",""sonbahar""],""kullanim"":[""günlük""],""ortam"":[""yağmur""],""ozellik"":[""su geçirmez"",""kapüşonlu"",""hafif""]}",699
Çocuk Eşofman Takımı,Okul ve spor aktiviteleri için rahat çocuk eşofman takımı.,Giyim,Eşofman,Çocuk,Çocuk Eşofman Takımı,"rahat,spor,çocuk","çocuk,eşofman,spor,okul","{""mevsim"":[""dört mevsim""],""kullanim"":[""spor"",""okul""],""stil"":[""spor""],""ozellik"":[""rahat"",""esnek"",""çocuk""]}",799
Unisex Termal İçlik,Soğuk havalarda sıcak tutan esnek termal içlik takımı.,Giyim,İç Giyim,Unisex,Termal İçlik,"termal,sıcak,esnek","termal içlik,kış,soğuk,sıcak","{""mevsim"":[""kış""],""kullanim"":[""günlük"",""outdoor""],""ortam"":[""soğuk hava""],""ozellik"":[""termal"",""sıcak tutan"",""esnek""]}",899
Bluetooth Kulaklık Aktif Gürültü Önleyici,Müzik ve yolculuk için aktif gürültü önleyici kablosuz kulaklık.,Elektronik,Ses,Unisex,Kulaklık,"kablosuz,ANC,bluetooth","kulaklık,gürültü önleme,bluetooth,müzik","{""baglanti"":[""bluetooth""],""kullanim"":[""müzik"",""telefon"",""seyahat""],""ozellik"":[""aktif gürültü önleme"",""kablosuz"",""taşınabilir""]}",2499
Kulak Üstü Stüdyo Kulaklığı,Müzik dinleme ve kayıt için dengeli ses veren kulak üstü kulaklık.,Elektronik,Ses,Unisex,Kulaklık,"kulak üstü,dengeli ses,konforlu","kulaklık,stüdyo,müzik,ses","{""baglanti"":[""kablolu""],""kullanim"":[""müzik"",""stüdyo""],""ozellik"":[""dengeli ses"",""konforlu"",""kulak üstü""]}",1999
Mini Bluetooth Hoparlör,Seyahat ve masaüstü kullanım için kompakt bluetooth hoparlör.,Elektronik,Ses,Unisex,Bluetooth Hoparlör,"mini,bluetooth,taşınabilir","hoparlör,bluetooth,mini,müzik","{""baglanti"":[""bluetooth""],""kullanim"":[""müzik"",""seyahat""],""ozellik"":[""mini"",""taşınabilir"",""kablosuz""]}",799
Oyuncu Mikrofonu USB Plus,Canlı yayın ve oyun sohbetleri için USB bağlantılı masa mikrofonu.,Elektronik,Ses,Unisex,Mikrofon,"USB,oyuncu,masaüstü","mikrofon,oyuncu,usb,yayın","{""baglanti"":[""USB""],""kullanim"":[""oyun"",""yayın"",""konuşma""],""ozellik"":[""masaüstü"",""net ses"",""tak çalıştır""]}",1199
Kablosuz Oyuncu Mouse,Oyun için yüksek DPI destekli kablosuz oyuncu mouse.,Elektronik,Bilgisayar,Unisex,Oyuncu Mouse,"kablosuz,yüksek DPI,rgb","oyuncu mouse,kablosuz,gaming,dpi","{""baglanti"":[""kablosuz""],""kullanim"":[""oyun"",""bilgisayar""],""ozellik"":[""yüksek DPI"",""RGB"",""ergonomik""]}",999
Sessiz Ofis Klavyesi,Ofis kullanımı için düşük sesli kablosuz klavye.,Elektronik,Bilgisayar,Unisex,Klavye,"kablosuz,sessiz,ofis","klavye,ofis,sessiz,kablosuz","{""baglanti"":[""kablosuz""],""kullanim"":[""ofis"",""bilgisayar""],""ozellik"":[""sessiz"",""kompakt"",""kablosuz""]}",599
Laptop Standı Alüminyum Plus,Dizüstü bilgisayar için ergonomik alüminyum laptop standı.,Elektronik,Bilgisayar,Unisex,Laptop Standı,"alüminyum,ergonomik,katlanır","laptop standı,ergonomik,bilgisayar,ofis","{""kullanim"":[""laptop"",""ofis""],""malzeme"":[""alüminyum""],""ozellik"":[""ergonomik"",""katlanır"",""hava akışı""]}",799
Web Kamera Full HD,Video görüşmeleri için Full HD çözünürlüklü web kamera.,Elektronik,Bilgisayar,Unisex,Web Kamerası,"full HD,mikrofonlu,geniş açı","web kamera,full hd,konferans,uzaktan çalışma","{""kullanim"":[""video konferans"",""uzaktan çalışma""],""cozunurluk"":[""1080p""],""ozellik"":[""full HD"",""mikrofonlu"",""geniş açı""]}",899
Powerbank 30000mAh,Uzun seyahatler için yüksek kapasiteli hızlı şarj destekli powerbank.,Elektronik,Telefon Aksesuarı,Unisex,Powerbank,"30000mAh,hızlı şarj,yüksek kapasite","powerbank,telefon şarj,seyahat,30000","{""kapasite"":[""30000mAh""],""kullanim"":[""telefon şarjı"",""seyahat""],""ozellik"":[""hızlı şarj"",""yüksek kapasite"",""taşınabilir""]}",1499
